id,question/stem,question/choices/0/text,question/choices/0/label,question/choices/1/text,question/choices/1/label,question/choices/2/text,question/choices/2/label,question/choices/3/text,question/choices/3/label,answerKey
NCEOGA_2013_5_49,"What is the cause of rising surface temperatures of the Pacific Ocean, drought in the western United States, and flooding on the Pacific coast of South America?",the Gulf Stream,A,the jet stream,B,La NiÃ±a,C,El NiÃ±o,D,D
Mercury_7027265,Use of nuclear fuel would most likely reduce human contributions to which environmental problem?,ozone thinning,A,landfill creation,B,shoreline erosion,C,greenhouse heating,D,D
MEAP_2004_8_48,What unit of measure should Jerry use to report the volume of a liquid?,degrees Celsius,A,kilograms,B,milliliters,C,centimeters,D,C
MCAS_2001_8_9,Use the information below to answer the question. Manufacturing uses many steps to change natural resources into products. Some of these steps change natural resources into industrial materials. These steps are called primary processes. All of the following are primary processes except,melting iron ore.,A,producing lumber.,B,molding plastic.,C,crushing rock into gravel.,D,C
MCAS_2004_9_20,What part of a communication system converts binary codes in a computer into recognizable characters?,decoder,A,encoder,B,receiver,C,transmitter,D,A
NYSEDREGENTS_2013_8_27,Which geologic process occurs when the acid in precipitation dissolves certain types of rock?,faulting,1,tilting,2,weathering,3,erupting,4,3
Mercury_SC_400871,Water evaporates mostly from,land.,A,snow.,B,clouds.,C,oceans.,D,D
Mercury_SC_408250,Robin compared the properties of some rocks. Which property did she most likely compare with a balance?,density,A,mass,B,temperature,C,volume,D,B
NYSEDREGENTS_2013_8_36,"Because copper is a metal, it is",liquid at room temperature,1,nonreactive with other substances,2,a poor conductor of electricity,3,a good conductor of heat,4,4
Mercury_LBS10523,What process makes it possible for the nutrients from organic material to be added to soil?,weathering,A,erosion,B,decomposition,C,succession,D,C
Mercury_7044083,Why is it not a safe practice to place a fuel depot over an aquifer?,Aquifers are too high up in the mountains.,A,The weight of the depot is too great over the aquifer.,B,The fumes escaping from the fuel depot are explosive.,C,"If the fuel leaks, the water in the aquifer will become contaminated.",D,D
Mercury_402144,Look at the equation. 2H_{2} + O_{2} -> 2H_{2}O What does the equation show?,heat being added to oxygen,A,helium mixing with oxygen,B,heat combining with oxygen,C,hydrogen and oxygen combining,D,D
NCEOGA_2013_8_49,Which statement best describes the Law of Superposition?,"Each sedimentary layer of rock represents 1,000 years of Earth's age, much like the rings of a tree.",A,"In undisturbed layers of sedimentary rock, the upper rock layers are older than the lower rock layers.",B,"In undisturbed layers of sedimentary rock, the lowest layers contain the older rocks.",C,Rocks that form near volcanoes are older than surrounding rock.,D,C
NYSEDREGENTS_2015_4_12,Which object is the best conductor of electricity?,glass rod,A,wooden stick,B,plastic straw,C,metal nail,D,D
NYSEDREGENTS_2012_4_20,Green plants get the energy they need to make food from,water,A,air,B,soil,C,sunlight,D,D
Mercury_7068600,Which property of a mineral is most likely being tested when it is scratched with a nail?,color,A,hardness,B,cleavage,C,luster,D,B
MCAS_2004_5_14,Ricardo has an igneous rock in his rock collection. Where did this rock most likely form?,in a volcano,A,on a forest floor,B,on a coral reef,C,at the bottom of a river,D,A
Mercury_SC_409024,Animals get energy from eating food that comes from plants. Plants survive by taking in substances that are released by animals. What substance do animals release that plants take in?,carbon dioxide,A,oxygen,B,salt,C,sugar,D,A
Mercury_7007928,Which factor determines whether precipitation will be in the form of rain or snow?,wind,A,humidity,B,air pressure,C,temperature,D,D
Mercury_7038850,Which of these materials transfers heat energy quickest?,metal,A,glass,B,plastic,C,wood,D,A
Mercury_400598,Electrical wires are coated with a rubber or plastic because these materials are good,resistors.,A,magnets.,B,insulators.,C,conductors.,D,C
Mercury_7239313,An increase in which ecosystem factor could cause a population decline in a bird species?,emigration,A,immigration,B,number of births,C,amount of food,D,A
Mercury_7011760,Twentieth-century research and development of vaccines significantly reduced the threat of,polio.,A,stroke.,B,diabetes.,C,osteoporosis.,D,A
Mercury_7008785,The tendency of an element to react chemically is closely related to,the number of valence electrons.,A,the ratio of protons to neutrons.,B,how tightly atoms are packed.,C,the number of neutrons in atoms.,D,A
Mercury_180863,Modern submarines have advanced atmosphere-control systems that enable submarine crews to stay below the surface of the ocean for months at a time. Which of the following also benefits from this technology?,architectural design,A,pollution control,B,fire prevention,C,space exploration,D,D
Mercury_7014560,Which pieces of equipment would be used to measure the density of a solution?,a ruler and a protractor,A,a magnet and a thermometer,B,a graduated cylinder and a balance,C,an Erlenmeyer flask and a Bunsen burner,D,C
Mercury_SC_405059,Gasoline is a nonrenewable energy resource used in most cars and trucks. Gasoline is made from which source?,oil,A,hydrogen,B,natural gas,C,water vapor,D,A
Mercury_179130,The average temperature of Earth's surface has increased approximately 1Â°C in the past century. Which of the following can best explain this increase in temperature?,higher levels of oxygen in the atmosphere,A,lower levels of ozone in the atmosphere,B,higher levels of carbon dioxide in the atmosphere,C,lower levels of nitrogen in the atmosphere,D,C
MCAS_2011_5_17671,The Sun is the largest body in the solar system. The Sun is a ___.,moon,A,planet,B,satellite,C,star,D,D
NYSEDREGENTS_2013_4_14,Which activity is a good health habit?,drinking alcohol,A,exercising regularly,B,sleeping only 5 hours daily,C,smoking cigarettes,D,B
NYSEDREGENTS_2012_8_6,The fur of the snowshoe rabbit changes to a lighter color in the winter. This allows the rabbit to blend in with its surroundings. This change is an example of,extinction,1,competition,2,biological adaptation,3,ecological succession,4,3
Mercury_SC_407227,What does a plant need to make sugar through photosynthesis?,"soil, water, and oxygen",A,"oxygen, sunlight, and soil",B,"carbon dioxide, sunlight, and soil",C,"sunlight, water, and carbon dioxide",D,D
NYSEDREGENTS_2008_4_27,Some birds fly south in the fall and return in the spring. This is an example of,migration,A,camouflage,B,hibernation,C,growth,D,A
Mercury_SC_401779,Which of the following is the best conductor of heat?,oven mitts,A,a metal bowl,B,a wooden spoon,C,rubber soled shoes,D,B
OHAT_2008_5_30,Some processes that shape Earth's surface are slow. Other processes are rapid. Which statement describes a rapid change?,Glaciers melt and form rivers.,A,Wind weathers rocks into sand.,B,Earthquakes move land and rocks.,C,Rivers carry sediment and build deltas.,D,C
Mercury_SC_400181,Which characteristic best identifies a pure substance?,shape,A,texture,B,melting point,C,state of matter,D,C
Mercury_7222670,"Structures in the universe are grouped into large systems, each of which are made up of smaller systems. Which of the following is the largest system of which Earth is only a very small part?",Jovian planets,A,Halley's comet,B,Milky Way galaxy,C,Orion's belt,D,C
Mercury_7016328,Which atomic structure has the greatest mass?,electron,A,neutron,B,nucleus,C,proton,D,C
MEAP_2005_8_14,"When European settlers first came to North America, the average thickness of the top layer of soil was approximately 23 cm. Today, the average thickness of the top layer of soil is less than 15 cm. Which of the following factors has most likely had the greatest effect on erosion of the top layer of soil?",farming,A,restoring wetlands,B,species reintroduction,C,excessive groundwater use,D,A
TIMSS_2007_8_pg4,Which of the following is closest to the percentage of the total water on earth that is freshwater?,100%,A,90%,B,70%,C,3%,D,D
NYSEDREGENTS_2010_8_34,Most scientists agree that an increase in the amount of greenhouse gases entering Earth's atmosphere causes,a decrease in sea level,1,a decrease in average surface temperatures,2,an increase in melting of polar ice caps,3,an increase in crustal plate movement,4,3
Mercury_7202125,Scientists determined that cabbages grown using Fertilizer A grew bigger than cabbages grown using Fertilizer B or no fertilizer at all. The scientists repeated the investigation and produced the same results. Which best explains the purpose of repeating this investigation?,to ensure that the cabbages are safe for human consumption,A,to discover the scientific principle that causes the increased growth,B,to confirm that the observed differences were caused by the fertilizer,C,to determine the difference between the experimental and control groups,D,C
Mercury_7242900,"When a small group of organisms colonizes a new habitat, the population may be genetically different from the parent population due to differences in allele frequencies. The process responsible for this is",natural selection.,A,disruptive selection.,B,genetic drift.,C,genetic equilibrium.,D,C
Mercury_SC_400588,"When conducting a scientific experiment in the field, you are expected to",completely clear the area.,A,leave the area as you found it.,B,take anything you may need later.,C,destroy specimens once you have observed them.,D,B
Mercury_7282695,Which two behaviors best demonstrate stewardship?,"reducing consumption, recycling wastes",A,"increasing consumption, discarding wastes",B,"reducing consumption, discarding wastes",C,"increasing consumption, recycling wastes",D,A
Mercury_7018498,Beakers and graduated cylinders are designed to measure,mass.,A,density.,B,volume.,C,viscosity.,D,C
CSZ20770,"Iron oxides, such as rust, form when iron metal reacts with oxygen in the air. What are the chemical symbols for the two elements found in iron oxide?",I and O,A,Ir and O,B,Fe and O,C,Pb and O,D,C
Mercury_7174895,Scientists often use mathematical models and computer simulations to study systems. What is the main advantage of using these techniques for studying the spread of infectious diseases?,to reduce the amount of work for all involved,A,to reduce the cost of conducting experiments on people,B,to obtain results quickly in a short period of time,C,to perform experiments that would be irresponsible using human subjects,D,D
Mercury_SC_400375,Which of these actions causes wind?,rotation of Earth on its axis,A,movement of air from water to land,B,uneven heating of Earth's surface,C,air passing Earth as it revolves around the Sun,D,C
Mercury_SC_415394,A company wants to make a game that uses a magnet that sticks to a board. Which material should it use for the board?,cardboard,A,glass,B,steel,C,wood,D,C
Mercury_412693,Which sequence has the states of matter listed from least to greatest kinetic energy?,solid -> gas -> liquid,A,gas -> liquid -> solid,B,liquid -> solid -> gas,C,solid -> liquid -> gas,D,D
Mercury_7056665,A student is given a mixture of gravel and sand and instructed to separate them. Which tool should the student use to best complete this task?,a scale and weights,A,a magnet,B,a sieve,C,a battery and wire,D,C
MCAS_2003_8_26,A container is filled with 100 mL of water and placed in a freezer. The water in the container freezes at 0Â°C. A second container filled with 90 mL of water is placed in a second freezer. At what temperature does this second container of water freeze?,-10Â°C,A,-1Â°C,B,0Â°C,C,10Â°C,D,C
